"filename", "language", "Markdown", "Java", "XML", "SQL", "comment", "blank", "total"
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\CoursesAndStudentsController.class", "Java", 0, 43, 0, 0, 0, 0, 43
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\DBConection.class", "Java", 0, 28, 0, 0, 0, 0, 28
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\DepartmentController.class", "Java", 0, 44, 0, 0, 0, 0, 44
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\PersistenceController.class", "Java", 0, 132, 0, 0, 0, 0, 132
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\PersistenceIdObjects.class", "Java", 0, 19, 0, 0, 24, 0, 43
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\PersistenceService.class", "Java", 0, 13, 0, 0, 1, 0, 14
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\SectionController.class", "Java", 0, 44, 0, 0, 0, 0, 44
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\ServicestaffController.class", "Java", 0, 124, 0, 0, 0, 0, 124
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\StaffController.class", "Java", 0, 5, 0, 0, 0, 0, 5
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\StudentController.class", "Java", 0, 38, 0, 0, 0, 0, 38
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\TeacherController.class", "Java", 0, 127, 0, 0, 0, 0, 127
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\exceptions\IllegalOrphanException.class", "Java", 0, 8, 0, 0, 0, 0, 8
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\exceptions\NonexistentEntityException.class", "Java", 0, 9, 0, 0, 0, 0, 9
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\classes\com\mycompany\testtecnico\persistence\exceptions\PreexistingEntityException.class", "Java", 0, 9, 0, 0, 0, 0, 9
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\generated-sources\annotations\com\mycompany\testtecnico\logic\CivilStatus_.java", "Java", 0, 13, 0, 0, 0, 4, 17
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\generated-sources\annotations\com\mycompany\testtecnico\logic\CourseAndStudent_.java", "Java", 0, 13, 0, 0, 0, 4, 17
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\generated-sources\annotations\com\mycompany\testtecnico\logic\Course_.java", "Java", 0, 10, 0, 0, 0, 4, 14
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\generated-sources\annotations\com\mycompany\testtecnico\logic\Department_.java", "Java", 0, 10, 0, 0, 0, 4, 14
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\generated-sources\annotations\com\mycompany\testtecnico\logic\Person_.java", "Java", 0, 12, 0, 0, 0, 4, 16
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\generated-sources\annotations\com\mycompany\testtecnico\logic\Section_.java", "Java", 0, 13, 0, 0, 0, 4, 17
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\generated-sources\annotations\com\mycompany\testtecnico\logic\Servicestaff_.java", "Java", 0, 12, 0, 0, 0, 4, 16
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\generated-sources\annotations\com\mycompany\testtecnico\logic\Staff_.java", "Java", 0, 11, 0, 0, 0, 4, 15
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\generated-sources\annotations\com\mycompany\testtecnico\logic\Student_.java", "Java", 0, 7, 0, 0, 0, 4, 11
"d:\Trabajos\PWC\Test-tecnico-Java\TestTecnico\target\generated-sources\annotations\com\mycompany\testtecnico\logic\Teacher_.java", "Java", 0, 12, 0, 0, 0, 4, 16
"d:\Trabajos\PWC\Test-tecnico-Java\test_tecnico.sql", "SQL", 0, 0, 0, 20, 12, 6, 38
"Total", "-", 50, 8679, 121, 20, 664, 1457, 10991
